2026-04-16 04:20:17.641007;1;ATTACK;{'damage': 20}
2026-04-16 04:28:51.386898;1;ATTACK;{'damage': 20}
2026-04-16 08:03:17.091975;1;ATTACK;{'damage': 20}
2026-04-16 08:36:58.455776;1;ATTACK;{'damage': 20}
2026-04-16 08:51:58.910005;1;ATTACK;{'damage': 20}
2026-04-16 10:03:21.341959;1;ATTACK;{'damage': 20}
2026-04-16 10:03:22.114148;1;ATTACK;{'damage': 20}
2026-04-16 10:04:36.643351;1;ATTACK;{'damage': 20}
2026-04-16 10:04:37.483998;1;ATTACK;{'damage': 20}
2026-04-16 10:07:34.493296;1;ATTACK;{'damage': 30}
2026-04-16 10:07:35.025266;1;ATTACK;{'damage': 30}
2026-04-16 10:12:54.681189;1;ATTACK;{'damage': 30}
2026-04-16 10:12:55.179904;1;ATTACK;{'damage': 30}
2026-04-19 00:46:21.893945;1;ATTACK;{'damage': 30}
2026-04-19 00:47:27.945365;1;ATTACK;{'damage': 30}
2026-04-19 00:48:06.280361;1;ATTACK;{'damage': 30}
